timestamp,node_id,tilt_x,tilt_y
2026-09-01 09:45:00,N01,0.6072,0.3317
2026-09-01 09:50:00,N01,0.3987,0.3093
2026-09-01 09:55:00,N01,0.4669,0.3426
2026-09-01 10:00:00,N01,0.4604,0.2943
2026-09-01 10:05:00,N01,0.5252,0.3433
2026-09-01 10:10:00,N01,0.44,0.2833
2026-09-01 10:15:00,N01,0.4763,0.2673
2026-09-01 10:20:00,N01,0.5883,0.3202
2026-09-01 10:25:00,N01,0.437,0.3459
2026-09-01 10:30:00,N01,0.6061,0.3516
2026-09-01 10:35:00,N01,0.424,0.2758
2026-09-01 10:40:00,N01,0.5633,0.2646
2026-09-01 10:45:00,N01,0.5222,0.3387
2026-09-01 10:50:00,N01,0.4537,0.297
2026-09-01 10:55:00,N01,0.3379,0.2488
2026-09-01 11:00:00,N01,0.4874,0.2376
2026-09-01 11:05:00,N01,0.5816,0.2285
2026-09-01 11:10:00,N01,0.478,0.3065
2026-09-01 11:15:00,N01,0.5721,0.2282
2026-09-01 11:20:00,N01,0.5582,0.3005
2026-09-01 11:25:00,N01,0.4509,0.3231
2026-09-01 11:30:00,N01,0.51,0.27
2026-09-01 11:35:00,N01,0.5035,0.2807
2026-09-01 11:40:00,N01,0.5057,0.3331
2026-09-01 11:45:00,N01,0.5793,0.2381
2026-09-01 11:50:00,N01,0.6067,0.2024
2026-09-01 11:55:00,N01,0.4924,0.3294
2026-09-01 12:00:00,N01,0.514,0.2689
2026-09-01 12:05:00,N01,0.4896,0.2753
2026-09-01 12:10:00,N01,0.4705,0.3425
2026-09-01 12:15:00,N01,0.5179,0.2654
2026-09-01 12:20:00,N01,0.545,0.3154
2026-09-01 12:25:00,N01,0.5406,0.3315
2026-09-01 12:30:00,N01,0.4586,0.272
2026-09-01 12:35:00,N01,0.5374,0.3305
2026-09-01 12:40:00,N01,0.499,0.3059
2026-09-01 12:45:00,N01,0.5639,0.2704
2026-09-01 12:50:00,N01,0.5274,0.2899
2026-09-01 12:55:00,N01,0.4891,0.3549
2026-09-01 13:00:00,N01,0.5413,0.3407
2026-09-01 13:05:00,N01,0.5653,0.3011
2026-09-01 13:10:00,N01,0.5341,0.2845
2026-09-01 13:15:00,N01,0.5162,0.2935
2026-09-01 13:20:00,N01,0.5048,0.3298
2026-09-01 13:25:00,N01,0.4591,0.4046
2026-09-01 13:30:00,N01,0.4497,0.2393
2026-09-01 13:35:00,N01,0.5579,0.3396
2026-09-01 13:40:00,N01,0.5312,0.3314
2026-09-01 13:45:00,N01,0.4994,0.2551
2026-09-01 13:50:00,N01,0.5038,0.2661
2026-09-01 13:55:00,N01,0.5488,0.2926
2026-09-01 14:00:00,N01,0.4587,0.2839
2026-09-01 14:05:00,N01,0.5206,0.2718
2026-09-01 14:10:00,N01,0.4589,0.3122
2026-09-01 14:15:00,N01,0.5122,0.2747
2026-09-01 14:20:00,N01,0.4764,0.3116
2026-09-01 14:25:00,N01,0.4276,0.2296
2026-09-01 14:30:00,N01,0.4641,0.2893
2026-09-01 14:35:00,N01,0.5155,0.3738
2026-09-01 14:40:00,N01,0.5429,0.292
2026-09-01 14:45:00,N01,0.499,0.2499
2026-09-01 14:50:00,N01,0.4991,0.2856
2026-09-01 14:55:00,N01,0.5161,0.2586
2026-09-01 15:00:00,N01,0.526,0.3766
2026-09-01 15:05:00,N01,0.4946,0.3201
2026-09-01 15:10:00,N01,0.5345,0.2799
2026-09-01 15:15:00,N01,0.5112,0.3006
2026-09-01 15:20:00,N01,0.5049,0.2613
2026-09-01 15:25:00,N01,0.5012,0.3249
2026-09-01 15:30:00,N01,0.5726,0.348
2026-09-01 15:35:00,N01,0.6077,0.2616
2026-09-01 15:40:00,N01,0.5436,0.3092
2026-09-01 15:45:00,N01,0.6095,0.2596
2026-09-01 15:50:00,N01,0.458,0.27
2026-09-01 15:55:00,N01,0.3938,0.2737
2026-09-01 16:00:00,N01,0.462,0.3075
2026-09-01 16:05:00,N01,0.5171,0.3938
2026-09-01 16:10:00,N01,0.5475,0.2712
2026-09-01 16:15:00,N01,0.4551,0.3246
2026-09-01 16:20:00,N01,0.434,0.3916
2026-09-01 16:25:00,N01,0.559,0.2765
2026-09-01 16:30:00,N01,0.4143,0.3677
2026-09-01 16:35:00,N01,0.4943,0.3619
2026-09-01 16:40:00,N01,0.4203,0.27
2026-09-01 16:45:00,N01,0.5003,0.3023
2026-09-01 16:50:00,N01,0.4775,0.3311
2026-09-01 16:55:00,N01,0.4466,0.2929
2026-09-01 17:00:00,N01,0.506,0.3257
2026-09-01 17:05:00,N01,0.5356,0.2438
2026-09-01 17:10:00,N01,0.4233,0.3639
2026-09-01 17:15:00,N01,0.5166,0.2626
2026-09-01 17:20:00,N01,0.5776,0.3058
2026-09-01 17:25:00,N01,0.559,0.3034
2026-09-01 17:30:00,N01,0.603,0.3878
2026-09-01 17:35:00,N01,0.4876,0.3486
2026-09-01 17:40:00,N01,0.5323,0.3684
2026-09-01 17:45:00,N01,0.4518,0.3343
2026-09-01 17:50:00,N01,0.5529,0.2121
2026-09-01 17:55:00,N01,0.4408,0.198
2026-09-01 18:00:00,N01,0.4865,0.3359
2026-09-01 18:05:00,N01,0.5751,0.3037
2026-09-01 18:10:00,N01,0.5814,0.231
2026-09-01 18:15:00,N01,0.4148,0.2972
2026-09-01 18:20:00,N01,0.5192,0.2984
2026-09-01 18:25:00,N01,0.3966,0.2955
2026-09-01 18:30:00,N01,0.4348,0.3335
2026-09-01 18:35:00,N01,0.5183,0.253
2026-09-01 18:40:00,N01,0.4743,0.247
2026-09-01 18:45:00,N01,0.4969,0.3478
2026-09-01 18:50:00,N01,0.4507,0.3252
2026-09-01 18:55:00,N01,0.4735,0.2604
2026-09-01 19:00:00,N01,0.4946,0.2482
2026-09-01 19:05:00,N01,0.4723,0.2401
2026-09-01 19:10:00,N01,0.5982,0.3018
2026-09-01 19:15:00,N01,0.465,0.3107
2026-09-01 19:20:00,N01,0.4944,0.289
2026-09-01 19:25:00,N01,0.5307,0.3379
2026-09-01 19:30:00,N01,0.4735,0.2712
2026-09-01 19:35:00,N01,0.4862,0.1849
2026-09-01 19:40:00,N01,0.4242,0.3683
2026-09-01 19:45:00,N01,0.5822,0.2875
2026-09-01 19:50:00,N01,0.5288,0.3156
2026-09-01 19:55:00,N01,0.6539,0.356
2026-09-01 20:00:00,N01,0.4936,0.2522
2026-09-01 20:05:00,N01,0.4197,0.3102
2026-09-01 20:10:00,N01,0.4622,0.2289
2026-09-01 20:15:00,N01,0.4677,0.2459
2026-09-01 20:20:00,N01,0.5844,0.3441
2026-09-01 20:25:00,N01,0.4996,0.374
2026-09-01 20:30:00,N01,0.5039,0.2569
2026-09-01 20:35:00,N01,0.5762,0.3269
2026-09-01 20:40:00,N01,0.4481,0.2905
2026-09-01 20:45:00,N01,0.4562,0.2309
2026-09-01 20:50:00,N01,0.5463,0.3955
2026-09-01 20:55:00,N01,0.4301,0.3281
2026-09-01 21:00:00,N01,0.4675,0.2756
2026-09-01 21:05:00,N01,0.4704,0.2568
2026-09-01 21:10:00,N01,0.5024,0.2585
2026-09-01 21:15:00,N01,0.5135,0.2975
2026-09-01 21:20:00,N01,0.4881,0.2546
2026-09-01 21:25:00,N01,0.4712,0.3378
2026-09-01 21:30:00,N01,0.525,0.2511
2026-09-01 21:35:00,N01,0.505,0.3376
2026-09-01 21:40:00,N01,0.4165,0.3272
2026-09-01 21:45:00,N01,0.4669,0.3285
2026-09-01 21:50:00,N01,0.4618,0.2098
2026-09-01 21:55:00,N01,0.4186,0.3024
2026-09-01 22:00:00,N01,0.513,0.2548
2026-09-01 22:05:00,N01,0.5319,0.2169
2026-09-01 22:10:00,N01,0.4967,0.2394
2026-09-01 22:15:00,N01,0.4674,0.3024
2026-09-01 22:20:00,N01,0.457,0.2808
2026-09-01 22:25:00,N01,0.5503,0.2712
2026-09-01 22:30:00,N01,0.5418,0.2435
2026-09-01 22:35:00,N01,0.5265,0.3721
2026-09-01 22:40:00,N01,0.3764,0.2602
2026-09-01 22:45:00,N01,0.5289,0.2898
2026-09-01 22:50:00,N01,0.5186,0.2698
2026-09-01 22:55:00,N01,0.5043,0.2922
2026-09-01 23:00:00,N01,0.5584,0.3127
2026-09-01 23:05:00,N01,0.5169,0.2794
2026-09-01 23:10:00,N01,0.4756,0.2784
2026-09-01 23:15:00,N01,0.5197,0.279
2026-09-01 23:20:00,N01,0.5145,0.4038
2026-09-01 23:25:00,N01,0.5436,0.2837
2026-09-01 23:30:00,N01,0.5601,0.2796
2026-09-01 23:35:00,N01,0.3981,0.2496
2026-09-01 23:40:00,N01,0.4065,0.2824
2026-09-01 23:45:00,N01,0.5009,0.3838
2026-09-01 23:50:00,N01,0.5163,0.289
2026-09-01 23:55:00,N01,0.5415,0.1894
2026-09-01 00:00:00,N02,0.5118,0.3385
2026-09-01 00:05:00,N02,0.4261,0.3572
2026-09-01 00:10:00,N02,0.5169,0.2792
2026-09-01 00:15:00,N02,0.5316,0.4135
2026-09-01 00:20:00,N02,0.5091,0.3124
2026-09-01 00:25:00,N02,0.477,0.2575
2026-09-01 00:30:00,N02,0.5415,0.2572
2026-09-01 00:35:00,N02,0.5036,0.2761
2026-09-01 00:40:00,N02,0.5239,0.3167
2026-09-01 00:45:00,N02,0.5519,0.2745
2026-09-01 00:50:00,N02,0.4865,0.2511
2026-09-01 00:55:00,N02,0.4778,0.3189
2026-09-01 01:00:00,N02,0.5378,0.2539
2026-09-01 01:05:00,N02,0.5435,0.3678
2026-09-01 01:10:00,N02,0.5207,0.3938
2026-09-01 01:15:00,N02,0.4613,0.2378
2026-09-01 01:20:00,N02,0.4111,0.3748
2026-09-01 01:25:00,N02,0.5327,0.2972
2026-09-01 01:30:00,N02,0.514,0.2437
2026-09-01 01:35:00,N02,0.6223,0.3065
2026-09-01 01:40:00,N02,0.5055,0.3363
2026-09-01 01:45:00,N02,0.5241,0.3112
2026-09-01 01:50:00,N02,0.4605,0.3236
2026-09-01 01:55:00,N02,0.5941,0.3673
2026-09-01 02:00:00,N02,0.5797,0.2744
2026-09-01 02:05:00,N02,0.4505,0.2937
2026-09-01 02:10:00,N02,0.5028,0.3547
2026-09-01 02:15:00,N02,0.4154,0.3765
2026-09-01 02:20:00,N02,0.4921,0.2787
2026-09-01 02:25:00,N02,0.4494,0.2173
2026-09-01 02:30:00,N02,0.5412,0.3037
2026-09-01 02:35:00,N02,0.4355,0.2352
2026-09-01 02:40:00,N02,0.4832,0.3835
2026-09-01 02:45:00,N02,0.487,0.2248
2026-09-01 02:50:00,N02,0.4877,0.2864
2026-09-01 02:55:00,N02,0.3652,0.2973
2026-09-01 03:00:00,N02,0.4885,0.3348
2026-09-01 03:05:00,N02,0.5924,0.3563
2026-09-01 03:10:00,N02,0.4866,0.2447
2026-09-01 03:15:00,N02,0.6287,0.303
2026-09-01 03:20:00,N02,0.5007,0.2988
2026-09-01 03:25:00,N02,0.5099,0.2928
2026-09-01 03:30:00,N02,0.4713,0.2727
2026-09-01 03:35:00,N02,0.4984,0.2728
2026-09-01 03:40:00,N02,0.4644,0.3053
2026-09-01 03:45:00,N02,0.4873,0.3752
2026-09-01 03:50:00,N02,0.3675,0.3546
2026-09-01 03:55:00,N02,0.5623,0.1963
2026-09-01 04:00:00,N02,0.4829,0.2814
2026-09-01 04:05:00,N02,0.4296,0.2611
2026-09-01 04:10:00,N02,0.4445,0.3876
2026-09-01 04:15:00,N02,0.5468,0.3636
2026-09-01 04:20:00,N02,0.5361,0.2435
2026-09-01 04:25:00,N02,0.4738,0.3245
2026-09-01 04:30:00,N02,0.4389,0.3356
2026-09-01 04:35:00,N02,0.488,0.2813
2026-09-01 04:40:00,N02,0.5355,0.3222
2026-09-01 04:45:00,N02,0.482,0.358
2026-09-01 04:50:00,N02,0.4459,0.3308
2026-09-01 04:55:00,N02,0.5297,0.2845
2026-09-01 05:00:00,N02,0.5163,0.2374
2026-09-01 05:05:00,N02,0.5462,0.2908
2026-09-01 05:10:00,N02,0.4739,0.3525
2026-09-01 05:15:00,N02,0.4648,0.2296
2026-09-01 05:20:00,N02,0.4222,0.3303
2026-09-01 05:25:00,N02,0.436,0.3877
2026-09-01 05:30:00,N02,0.3959,0.3848
2026-09-01 05:35:00,N02,0.5106,0.2952
2026-09-01 05:40:00,N02,0.4728,0.32
2026-09-01 05:45:00,N02,0.4981,0.3552
2026-09-01 05:50:00,N02,0.5057,0.3075
2026-09-01 05:55:00,N02,0.4818,0.2972
2026-09-01 06:00:00,N02,0.5154,0.2145
2026-09-01 06:05:00,N02,0.4326,0.3372
2026-09-01 06:10:00,N02,0.5085,0.2908
2026-09-01 06:15:00,N02,0.5009,0.3174
2026-09-01 06:20:00,N02,0.473,0.2611
2026-09-01 06:25:00,N02,0.5098,0.2511
2026-09-01 06:30:00,N02,0.5204,0.2149
2026-09-01 06:35:00,N02,0.5515,0.3236
2026-09-01 06:40:00,N02,0.5128,0.3491
2026-09-01 06:45:00,N02,0.5833,0.3507
2026-09-01 06:50:00,N02,0.408,0.236
2026-09-01 06:55:00,N02,0.4688,0.3013
2026-09-01 07:00:00,N02,0.5259,0.2637
2026-09-01 07:05:00,N02,0.5093,0.2622
2026-09-01 07:10:00,N02,0.4694,0.2297
2026-09-01 07:15:00,N02,0.4538,0.2324
2026-09-01 07:20:00,N02,0.4512,0.3527
2026-09-01 07:25:00,N02,0.4525,0.4316
2026-09-01 07:30:00,N02,0.5247,0.3092
2026-09-01 07:35:00,N02,0.4571,0.335
2026-09-01 07:40:00,N02,0.4712,0.3061
2026-09-01 07:45:00,N02,0.628,0.2952
2026-09-01 07:50:00,N02,0.5575,0.2648
2026-09-01 07:55:00,N02,0.4983,0.3885
2026-09-01 08:00:00,N02,0.4687,0.3906
2026-09-01 08:05:00,N02,0.5354,0.2719
2026-09-01 08:10:00,N02,0.5316,0.3486
2026-09-01 08:15:00,N02,0.5311,0.2215
2026-09-01 08:20:00,N02,0.4636,0.2876
2026-09-01 08:25:00,N02,0.4963,0.331
2026-09-01 08:30:00,N02,0.5089,0.2332
2026-09-01 08:35:00,N02,0.519,0.3305
2026-09-01 08:40:00,N02,0.528,0.354
2026-09-01 08:45:00,N02,0.5417,0.323
2026-09-01 08:50:00,N02,0.4965,0.217
2026-09-01 08:55:00,N02,0.5215,0.3104
2026-09-01 09:00:00,N02,0.5136,0.2362
2026-09-01 09:05:00,N02,0.4459,0.3527
2026-09-01 09:10:00,N02,0.498,0.3341
2026-09-01 09:15:00,N02,0.5014,0.3015
2026-09-01 09:20:00,N02,0.5469,0.2742
2026-09-01 09:25:00,N02,0.5048,0.2769
2026-09-01 09:30:00,N02,0.4783,0.2845
2026-09-01 09:35:00,N02,0.5111,0.2761
2026-09-01 09:40:00,N02,0.5628,0.2553
2026-09-01 09:45:00,N02,0.4907,0.278
2026-09-01 09:50:00,N02,0.5723,0.3098
2026-09-01 09:55:00,N02,0.5516,0.2257
2026-09-01 10:00:00,N02,0.5134,0.3445
2026-09-01 10:05:00,N02,0.5041,0.3533
2026-09-01 10:10:00,N02,0.4741,0.3705
2026-09-01 10:15:00,N02,0.6149,0.2819
2026-09-01 10:20:00,N02,0.4777,0.3727
2026-09-01 10:25:00,N02,0.579,0.2739
2026-09-01 10:30:00,N02,0.479,0.2859
2026-09-01 10:35:00,N02,0.4328,0.2541
2026-09-01 10:40:00,N02,0.4498,0.2616
2026-09-01 10:45:00,N02,0.4983,0.3117
2026-09-01 10:50:00,N02,0.5775,0.2501
2026-09-01 10:55:00,N02,0.5492,0.2893
2026-09-01 11:00:00,N02,0.4975,0.3337
2026-09-01 11:05:00,N02,0.4439,0.3191
2026-09-01 11:10:00,N02,0.5083,0.3246
2026-09-01 11:15:00,N02,0.5145,0.4228
2026-09-01 11:20:00,N02,0.4681,0.2735
2026-09-01 11:25:00,N02,0.4688,0.2722
2026-09-01 11:30:00,N02,0.4681,0.3595
2026-09-01 11:35:00,N02,0.571,0.2715
2026-09-01 11:40:00,N02,0.4584,0.3236
2026-09-01 11:45:00,N02,0.4724,0.3316
2026-09-01 11:50:00,N02,0.5101,0.2242
2026-09-01 11:55:00,N02,0.5774,0.3898
2026-09-01 12:00:00,N02,0.4694,0.2806
2026-09-01 12:05:00,N02,0.5143,0.3167
2026-09-01 12:10:00,N02,0.5329,0.4005
2026-09-01 12:15:00,N02,0.4912,0.2601
2026-09-01 12:20:00,N02,0.431,0.2635
2026-09-01 12:25:00,N02,0.4983,0.3897
2026-09-01 12:30:00,N02,0.4741,0.3112
2026-09-01 12:35:00,N02,0.4992,0.3594
2026-09-01 12:40:00,N02,0.6263,0.2735
2026-09-01 12:45:00,N02,0.4755,0.3522
2026-09-01 12:50:00,N02,0.5341,0.3923
2026-09-01 12:55:00,N02,0.5292,0.282
2026-09-01 13:00:00,N02,0.5295,0.3554
2026-09-01 13:05:00,N02,0.541,0.3254
2026-09-01 13:10:00,N02,0.5533,0.3585
2026-09-01 13:15:00,N02,0.5691,0.3324
2026-09-01 13:20:00,N02,0.4916,0.3073
2026-09-01 13:25:00,N02,0.5603,0.2592
2026-09-01 13:30:00,N02,0.5184,0.2803
2026-09-01 13:35:00,N02,0.5014,0.3639
2026-09-01 13:40:00,N02,0.5096,0.3023
2026-09-01 13:45:00,N02,0.432,0.3373
2026-09-01 13:50:00,N02,0.5323,0.4082
2026-09-01 13:55:00,N02,0.4846,0.311
2026-09-01 14:00:00,N02,0.5125,0.3789
2026-09-01 14:05:00,N02,0.4952,0.314
2026-09-01 14:10:00,N02,0.5304,0.3093
2026-09-01 14:15:00,N02,0.4777,0.3097
2026-09-01 14:20:00,N02,0.5537,0.2487
2026-09-01 14:25:00,N02,0.5066,0.265
2026-09-01 14:30:00,N02,0.5598,0.2238
2026-09-01 14:35:00,N02,0.4721,0.3189
2026-09-01 14:40:00,N02,0.5783,0.2967
2026-09-01 14:45:00,N02,0.4722,0.3941
2026-09-01 14:50:00,N02,0.4276,0.1901
2026-09-01 14:55:00,N02,0.522,0.2749
2026-09-01 15:00:00,N02,0.4489,0.3354
2026-09-01 15:05:00,N02,0.5122,0.2718
2026-09-01 15:10:00,N02,0.436,0.3436
2026-09-01 15:15:00,N02,0.5325,0.295
2026-09-01 15:20:00,N02,0.5923,0.2465
2026-09-01 15:25:00,N02,0.4237,0.2654
2026-09-01 15:30:00,N02,0.4977,0.3122
2026-09-01 15:35:00,N02,0.4879,0.3176
2026-09-01 15:40:00,N02,0.4374,0.3722
2026-09-01 15:45:00,N02,0.4959,0.3559
2026-09-01 15:50:00,N02,0.5171,0.3228
2026-09-01 15:55:00,N02,0.5285,0.3224
2026-09-01 16:00:00,N02,0.5321,0.3665
2026-09-01 16:05:00,N02,0.5098,0.3355
2026-09-01 16:10:00,N02,0.4955,0.372
2026-09-01 16:15:00,N02,0.4662,0.39
2026-09-01 16:20:00,N02,0.498,0.2285
2026-09-01 16:25:00,N02,0.5064,0.2659
2026-09-01 16:30:00,N02,0.542,0.2674
2026-09-01 16:35:00,N02,0.4777,0.2055
2026-09-01 16:40:00,N02,0.4774,0.1788
2026-09-01 16:45:00,N02,0.4208,0.338
2026-09-01 16:50:00,N02,0.5393,0.3213
2026-09-01 16:55:00,N02,0.4517,0.2976
2026-09-01 17:00:00,N02,0.4998,0.2421
2026-09-01 17:05:00,N02,0.5752,0.3439
2026-09-01 17:10:00,N02,0.489,0.3013
2026-09-01 17:15:00,N02,0.5104,0.1979
2026-09-01 17:20:00,N02,0.4876,0.2659
2026-09-01 17:25:00,N02,0.4499,0.2859
2026-09-01 17:30:00,N02,0.5899,0.332
2026-09-01 17:35:00,N02,0.4714,0.3286
2026-09-01 17:40:00,N02,0.57,0.3462
2026-09-01 17:45:00,N02,0.503,0.2677
2026-09-01 17:50:00,N02,0.5349,0.3197
2026-09-01 17:55:00,N02,0.5448,0.3318
2026-09-01 18:00:00,N02,0.5525,0.2732
2026-09-01 18:05:00,N02,0.5659,0.3099
2026-09-01 18:10:00,N02,0.6038,0.2655
2026-09-01 18:15:00,N02,0.5868,0.3099
2026-09-01 18:20:00,N02,0.4674,0.2758
2026-09-01 18:25:00,N02,0.484,0.3212
2026-09-01 18:30:00,N02,0.5261,0.2713
2026-09-01 18:35:00,N02,0.4988,0.4071
2026-09-01 18:40:00,N02,0.5864,0.3218
2026-09-01 18:45:00,N02,0.5019,0.306
2026-09-01 18:50:00,N02,0.5307,0.2489
2026-09-01 18:55:00,N02,0.4871,0.2166
2026-09-01 19:00:00,N02,0.52,0.3324
2026-09-01 19:05:00,N02,0.4758,0.3787
2026-09-01 19:10:00,N02,0.4387,0.2268
2026-09-01 19:15:00,N02,0.5112,0.3524
2026-09-01 19:20:00,N02,0.5842,0.2771
2026-09-01 19:25:00,N02,0.5539,0.2981
2026-09-01 19:30:00,N02,0.4914,0.3442
2026-09-01 19:35:00,N02,0.5326,0.2212
2026-09-01 19:40:00,N02,0.5738,0.369
2026-09-01 19:45:00,N02,0.4687,0.3198
2026-09-01 19:50:00,N02,0.5247,0.313
2026-09-01 19:55:00,N02,0.4725,0.2664
2026-09-01 20:00:00,N02,0.4987,0.3586
2026-09-01 20:05:00,N02,0.5272,0.2815
2026-09-01 20:10:00,N02,0.5386,0.1576
2026-09-01 20:15:00,N02,0.5574,0.213
2026-09-01 20:20:00,N02,0.4819,0.244
2026-09-01 20:25:00,N02,0.4353,0.358
2026-09-01 20:30:00,N02,0.4766,0.3173
2026-09-01 20:35:00,N02,0.4977,0.3239
2026-09-01 20:40:00,N02,0.5038,0.2359
2026-09-01 20:45:00,N02,0.5498,0.2753
2026-09-01 20:50:00,N02,0.4222,0.2786
2026-09-01 20:55:00,N02,0.575,0.3425
2026-09-01 21:00:00,N02,0.4826,0.2825
